name,headline,languages,location,rating_fide,rating_bullet,rating_blitz,rating_rapid,rate,about,playing_experience,teaching_experience,other_experience,best_skills,teaching_methodology,titles
WIM Svitlana Pentsak(Kuharenko),None,"['русский язык, українська']",None,2247.0,None,2175,None,None,Приветствую Вас! Я международный мастер среди женщин,None,Работаю тренером с 2006 года,Возможны разовые занятия (разбор ваших партий),"Дебютная подготовка, анализ партий, эндшпиль",Индивидуальная работа,WIM
CM Juan Miguel Marson,None,['Español'],Córdoba,2030.0,None,2501,None,None,"Les doy la bienvenida a mi perfil. Mi nombre es Juan Miguel Marson, tengo 27 años. Jugador e Instructor de Ajedrez de la Federación Argentina de Ajedrez (FADA) y de la Federación de Ajedrez de la Provincia de Córdoba (FAPC). Certificado como FIDE Instructor en 2019. Soy Candidato a Maestro (2020). Puedes acceder a mi perfil en: ",🏆 CAMPEÓN ABSOLUTO COPA DE CAMPEONES / Universidad Siglo21 – 2019,"Tengo 6 años de experiencia como entrenador de ajedrez. Trabajé con jóvenes promesas del ajedrez provincial, nacional e internacional. ",A través de nuestras redes sociales participamos en diferentes eventos relacionados con la difusión del ajedrez. Involucrado en el desarrollo de tecnología innovadora para la enseñanza y práctica del ajedrez. Siempre estoy investigando nuevas técnicas pedagógicas y aplicándolas en el entrenamiento.,"El entrenamiento debe ser didáctico para evitar el aburrimiento y desinterés del alumno. La idea es que tenga una participación activa en toda la clase, y pueda expresar sus ideas, opiniones y análisis concretos. Me gusta enseñar a pensar con base en CONCEPTOS y tratar de llevar al estudiante a una comprensión posicional del juego.","La metodología de enseñanza es personalizada para cada alumno. En primera instancia, hago hincapié en el análisis de sus partidas para entender su manera de pensar y evaluar. La idea es detectar debilidades para tratar de corregirlas, así como también fortalezas para potenciarlas. ",CM
GM Levan Aroshidze,None,"['Español, русский язык']",None,2547.0,None,2628,None,None,"Hello! I am GM Levan Aroshidze from Georgia. Currently playing for Spain. International Grandmaster from 2006. Highest rating in career 2582. Chess trainer and player. I have a degree in International and Regional Conflicts/Political Science. However, mainly I have been dedicating to Chess. ",I am the winner of many International tournaments. Some of the best results: ,"I am teaching Chess since 2006. A lot of my students have achieved significant progress after working with me. For example, Evgenios Ioannidis (Greece) has won European Championship under 10. Gimenez Aguirre Alejo Ismael (Spain-Argentina) has become Champion of Spain under 14. Nikoloz Kumsiashvili (Georgia) has earned twice the title of Georgian Champion under 16 and 18.  I also have trained professional players WGM Anna Matnadze (Spain) WGM Maia Lomineishvili (Georgia), WGM Lela Javakhishvili (Georgia), etc. ",I have been a chess commentator with WGM Anna Rudolf during the Sitges Chess Festival. I also have my channel on Youtube: ,I have been playing chess for the last 30 years and have a lot of experience to share. ,I develop individual programs based on the student's needs or requests using my own practical playing experience and coaching skills. I am gathering the most helpful materials from all recourses and creating my own archives. ,GM
GM Vojtech Plat,None,"['Čeština, Polski, Slovenščina, Deutsch, English (US)']",Prostejov,2950.0,2791,2769,None,None,"Hello everyone, I am Vojtech Plat, actually 27 years old, currently living in Prostejov in the most beautiful country - Czech republic.","I am Grandmaster, with the highest officially published FIDE elo 2589.",I had my first student when I was 18 and the student was immediately 3rd on Czech championship U12 without losing.,"Usually I am spectator for the channel Robert a Petr šachy, where you can find some videos with me: ",My best skills are endgames and tactical perception. But as a GM I have to know everything about chess :-),"I prefer more games(classic, rapid and blitz also!), then their analysis. I am known that I don't know much about theory, so I am trying to explain my students how to put pieces on the board more than some 30+ moves lines. ",GM
IM Andriy Grekh,None,"['українська, English (US)']",Lviv,2398.0,None,2456,None,None,I am IM Andriy Grekh from Ukraine.,"My current ELO is 2393. Ukrainian Champion U14. Ukrainian Team Champion (2003, 2005). ","I have been teaching chess for more than 10 years. There are many Ukrainian Champions U8, U10, U12, U14 among my students. I am running a local chess club ""E2-E4"" for children in Horodok, Lviv region. Our students won many national and international tournaments.",None,I am able to conduct individual and group lessons always trying to find the best individual approach to each student based on his skills and improvement areas.,I conduct chess lessons via Skype and use lichess platform. First I assess a student's level and then I create an individual program to follow. Homework after each lesson. ,IM
FM Ignacio Fernandez Mazzetti,None,"['Español, English (US)']",Mar del Plata,2195.0,None,2475,None,None,"Buenas! Soy Ignacio Fernandez Mazzetti, Maestro FIDE Argentino de 21 años. Juego al ajedrez desde que tengo 7. Me encuentro estudiando la Licenciatura en Economía en Mar del Plata, mi ciudad natal.",3rd place in the Southamerican Youth Chess Championship U-18 (Argentina),"I’ve always been interested in teaching chess. It was back in 2017 when I officially started giving lessons at a local university union (ADUM). At the end of that year, I began to give private lessons to children, preparing them to participate in national championships. ",None,None,Classes must be focused on the learner’s doubts and inquiries; not a 2 hour-long teacher centered lecture. I love connecting with my students not only at a professional but at a personal and human level. This is a key factor in order to create a pleasant and effective working and learning atmosphere.,FM
FM Влад Ефремов,"Меня зовут Владислав Владимирович Ефремов. Я из Санкт-Петербурга, мне 18 лет, являюсь мастером FIDE и членом сборной России.","['русский язык, English (US)']",None,2356.0,2537,2471,None,None,"♚ Привет! Меня зовут Владислав Владимирович Ефремов, являюсь мастером FIDE по шахматам (рейтинг по классическим шахматам максимальный - 2371), член сборной России по шахматам. Мне 18 лет и я готов помочь Вам погрузиться в мир шахмат на любом уровне. Шахматы — моя стихия. Очень люблю играть в шахматы, преподаю более 3-х лет и получаю от этого истинное удовольствие. Обучил свыше 25 ребят ♔.","🎖️За свою карьеру я успел стать бронзовым призером Командного чемпионата Европы до 19 лет, чемпионом первенства Европы школьников до 13 лет, чемпионом Командного первенства России до 19 лет по блицу, а также двукратным серебряным призером Командного первенства России по классическим и быстрым шахматам. Стал одним из победителей международного турнира Paracin open 2023. Поделил 2 место на личном первенстве Европы до 17 лет по быстрым шахматам, а также завоевал много других личных наград🎖️.","❗Занятия индивидуальные! С учеником один на один, посвящаю отведенное время только ему.",None,None,None,FM
FM Vladimir Jacko,None,"['Slovenčina, Čeština, English (US)']",Czechia,2395.0,2123,2384,None,None,"Hi guys, my name is Vladimir Jacko, but you can call me Vlad like everybody else. I am a FIDE master from Slovakia (currently living in Prague) with a live rating 2395 FIDE. I have obtained two IM norms so far. I am a very creative person, and I utilize my creativity in playing and coaching chess. You can reach me over here or at vjacko64@gmail.com. I am available on WhatsApp/Telegram as well 00 421 944 501 799.","I played at the Europe Youth Chess Championship U16 in 2009, European youth team championship U18 in 2009,2010 and at the World Youth Chess Championship in 2012. I have played so many international tournaments and of course, I have been playing leagues and extraleagues in Germany, Austria, Czechia and Slovakia.","During my journey to become a Fide Master, I was also coaching a few young talented people from my country. I organized Saturday's sessions where I taught people how to improve in all kinds of chess areas. I was also a chess teacher at 3 elementary schools. My best student has reached a rating 2179 FIDE recently. I started working with him by the time he was around 1700 FIDE. It is amazing to see the progress he has made so far. ",None,None,What to expect,FM
FM Ivan Stankovic,None,"['English (US), Српски језик, македонски јази, Bosanski, Hrvatski']",Leskovac,None,2567,2425,None,None,"A Fide master, with INTERNATIONAL MASTER (IM) norm !!!",I play chess more than 25 years. ,More than 15 years experience of teaching.,"I worked on local tv as chess consultant and commentator. More than 55 episode od popular sport tv show ""The sky is the limit"". Sometime I stream on lichess, usually simultaneous exhibitions, tournament playing, games against followers itc.","My best skills are chess tactics, and aggressive positional attacking. In high-school and college I had subject of Psihology and connect that knowledge with chess.",Learning process >,FM
FM Ryan Harper,None,['English (US)'],None,2248.0,None,2329,None,None,FIDE MASTER RYAN HARPER of Trinidad and Tobago,Played in all World Chess Olympiads since the year 2000 (except the one in Spain),25 Years of coaching experience having coached a number of players over the years both nationally and internationally.,Author of a Chess magazine not running right now (planning to restart it),"Very proficient in the openings: Ruy Lopez, Italian Game and Sicilian Dragon (both colours)","IF YOU LEARN TO PLAN AND ASSESS POSITIONS using my method, eventually when you become proficient at it you will eventually evolve and have your own way of approaching planning and assessment after having good experience",FM
WIM Gabriela Vargas,None,"['Español, Português, English (US)']",Asunción,2084.0,2379,None,None,None,Soy Maestra Internacional Femenina - WIM,Primer Tablero del Equipo Olímpico Femenino de Paraguay en las siguientes Olimpiadas:,Soy entrenadora desde el año 2015. ,Experiencia entrenando jóvenes promesas con un ELO FIDE por debajo de los 2200 puntos.,Tengo bastante experiencia en los finales. Me gusta enseñarlos y jugarlos.,Entrenamiento personalizado.,WIM
FM Nicholas Van Der Nat,None,['English (US)'],None,2362.0,None,None,None,None,I have been coaching for more than 20 years. I am a Fide Master and Fide Trainer.,"I am a Fide Master. I have won open events in the USA, won my national title 3 times and many other open tournaments. My peak uscf rating is 2476 and peak FIDE of 2367.","My biggest passion is helping players improve and establish a path for improvement, with a structured training program built around the players goals and skill level.","I have a background as exercise specialist. I believe that one should try to be a well rounded person with a healthy mind, body and soul. The principals are proper exercise training program is similar to that of a chess training program. A time lines, goals and measurable tests to check progress.",I believe in assessing a players skill set and setting up a proper focused training program around the players goals and needs. Its important that the goals of a player are matched to the time available and the needs of the players. ,I use the Socratic Method of teaching focusing on the player being able to use their skills in a game situation.,FM
GM Mikhail Bryakin,None,"['English (US), русский язык, Српски језик']",Novi Sad,2479.0,2817,2643,None,None,Hi everyone! ,"I have won many international tournaments, including European youth championship in 2008. ","Are you interested in different opening  novelties? Do you want to improve your skiills in  middlegames and endgames? Feel free to drop me a message, we will contact on Skype and start to work together to identify your unique strengths and challenges so that I can tailor all sessions to meet your individual needs. ","In addition to being an active professional player and coach, I have tried myself as a commentator of the biggest tournaments around the world, and I also have my own YouTube channel where I stream my games, as well as online tournaments. ","Great playing experience in many international tournaments, as well as a self developed methodology for teaching chess for different levels of chess, will allow to find an approach to each student and gradually turn your weaknesses  into the strengths.",For productive chess classes I use:,GM
FM Toni Petrušić,None,"['Hrvatski, English (US), Bosanski']",Zadar,2238.0,2550,2364,None,None,My name is Toni. I am 27 years old Croatian chess player., I am playing chess 21 years.,I have 10 years experience.,None,None,Working on Skype or google meet with share screen.,FM
NM Mikhail Melnichuk," Провожу индивидуальные занятия по шахматам для детей (от 6 лет) и взрослых. В тренировочный процесс входит: решение комбинаций, разбор партий, изучение всех стадий игры,",['русский язык'],Kiev,2368.0,2605,2548,2177,None,"Тренер - Мельничук Михаил Викторович, мастер спорта, неоднократный призер чемпионата Украины по шахматам в категории до 18-20 лет, участник чемпионата мира по шахматам до 18 лет 2009г.(Турция,Кемер), чемпион Киева среди взрослых 2019г. Призер национальных и международных соревнований. Чемпион Киева по шахматам 2019г.","Неоднократный призер чемпионата Украины по шахматам в категории до 18-20 лет, участник чемпионата мира по шахматам до 18 лет 2009г.(Турция,Кемер), чемпион Киева среди взрослых 2019г. Призер национальных и международных соревнований.",Тренерский опыт 10 лет . Тренирую в детских центрах  и частно по г. Москва. ,Веду шахматный ютуб канал ,Найду индивидуальный подход к каждому ученику!! Главное чтоб ученик был заинтересован в процессе тренировки!,"Индивидуальная программа, программа подготовки шахматистов по Голенищеву. Разбор партий, изучение стратегии и улучшение навыков игры во всех стадиях (дебют, миттельшпиль, эндшпиль)",NM
GM Asghar Golizadeh,None,"['English (US), Türkçe, Azərbaycanca, فارسی']",Tabriz,None,2802,2777,2519,None,"Welcome to my page,I am  a Grandmaster and Fide Trainer Asghar Golizadeh from Iran","As a player I became a National Champion twice in 2011-2012, Several National Youth Champion, Played in Several Chess Olympiads with Iran National Team, Winner of Asian Continental and Individual Chess Medals in Many Years, Winner of various international Tournaments ","As a Trainer I have started my profession since 2010, in this period I have worked with several students with the rating ranges of 1600 to 2450, among whom we can mention the most prominent of them: Sarasadat Khademalsharieh, GM Mohammad Amin Tabatabaei, FM Arash Daghli , IM Amir Reza PourAghabala , WIM Anousha Mahdian ,IM Mohammad Amin Molaei , FM Nima Fendereski , FM Arman Hakemi , FM Amirmohammad Hamidi. These students have earned several internartional, Asian and national titles. Also impressive achievements and progresses have been made by several students with lower ratings. As yet, as a trainer I have had more than 100 students in different periods, and now I’m working with 40 chess players with the rating ranges of 1500 to 2450, and also head coach of national team youth champions with the age of 16 to 18. Simultaneously I’m founder of chess school since 2017 till now.",P.H.D of Exercise physiology,Endgame Techniques,"Analysing my students games , working on their weaknesses, using my own experience  to improve my students abilities in any part of the game , Creating a training program depending on their levels.",GM
IM Vaso Blesic,"After a bad opening, there is hope in the middle game. After a bad middle game, there is hope in the endgame. But in the endgame moment of truth has arrived.","['Српски језик, English (US), Türkçe']",None,2396.0,2671,2639,None,None,"I am international master from Serbia Vaso Blesic with current ELO 2396, max ELO was 2426. I am 35 years old man with pharmaceutical degree on Belgrade University.  I am also fide chess instructor, but I believe then I am better coach, then many chess FIDE trainers.","I have more then 30 years chess experience in chess competitions, I took first place in many tournaments because I am good fighter and I am good in chess psychology.  For example I took twice in row Amateur Belgrade championship, twice was first in Ada tournament (summer international chess tournament in Belgrade), Usce tournament, Summer open... I also played in many club championship in Serbia, and Bosna and Hercegovina. Last international master norm I took on Gibraltar open when I drew 2 games with Super  >2700 GMs (Nakamura was one of them)","I started to work like teacher about 20 years ago, and I work more like sparing partner than teacher. I worked with many students around the globe. I worked with some players who won a medal on European youth chess championship. I worked with 10-20 players who won national championship in their age group. ","I speak English language. I understand Polish and Russian too, I can speak but I am not fluent in those 2 languages. I love to swim and play volleyball and basketball. Now I am learning Turkish too, maybe one day I will try to learn another language.","I played almost all openings especially in my training games and know almost all type of positions, and I always try to improve my repertoire. When I am learning younger players I love to create sharper repertoire, and love to include some new variations from time to time.","For student it is the best to send me some of their games, I am preparing lessons from the books, chess base or from mine or my students practice. When I am teaching, I prefer using lichess studies with skype audio, but sometimes it can be on some other platform or only sharing my screen on skype, and analyzing with my students. If student want I can give him homework from varies topics (I think that this is the best), but it is optional.",IM
NM Luca Albertini,None,"['Italiano, English (US)']",Rome,None,2535,2341,None,None,Ciao a tutti! Sono Luca ed ho 30 anni. ,Sono diventato Maestro nel 2010 raggiungendo il punteggio Fide di 2200.,Sono un insegnante di scacchi italiano nelle scuole elementari e medie dal 2010,None,"Mi reputo molto bravo nella preparazione contro uno specifico avversario, portandolo durante la partita su strade sconosciute. Ovviamente la preparazione non finisce qui. Ci sono diversi sviluppi durante una partita che possono portare a vari finali che studieremo insieme.",Sono un insegnante di scacchi italiano nelle scuole elementari e medie dal 2010,NM
FM Kacper Polok,None,"['Polski, English (US)']",Gdańsk,2247.0,2589,2347,2500,None,"Hi, my name is Kacper, im Fide Master from Poland and most experienced chess comentator in my country. Besides chess, I'm enjoing car trips and computer games like CS:GO and HoMM3.","I have been playing chess for over 20 years with good and bad times. I won against many GMs, including 2600+ Soćko. My first win over GM was in 2013 in Halloween Gambit xD","I coached many juniors, some of them reached 2200+ FIDE. ",I am the most experienced chess comentator in Poland. Had opportunity to cooperate with chesscom and chess24 on OTB and online events. I'm olso streaming on twitch.,"intuition, practical skills, imagination, endgames",My philosophy is to concentrate on gaining practical skills.,FM
IM Slaven Pastar,None,"['English (US), Српски језик']",Mrkonjic Grad,None,2655,2490,None,None,"   My name is Slaven Paštar, and I am an International master from Bosnia and Herzegovina, currently living in Mrkonjić Grad.  I got a degree from the Faculty of Organizational Science at Belgrade University. During my studies, I have acquired knowledge that helps me pass the material to students (subjects like pedagogy, sociology...). ","Committed to chess since early childhood (four years old), I have participated in many tournaments and been multiple cadets and junior champion of the Republic of Srpska, as well as of Bosnia and Herzegovina. I also play many leagues on high boards in my country and Serbia, so I have good playing experience!","  I have 24 years of chess experience (four years as a coach). One of my students won third place In the Republic of Srpska in a competition for up to ten-year-olds. I offer personalized chess lessons, game analysis, and training games specialized for beginning and intermediate levels.","Besides chess, I used to play snooker and table tennis, and I am a big fan of comic books.",None,None,IM
GM Zahar Efimenko,None,"['русский язык, English']",None,2602.0,None,2682,None,None,"Chess coach since 2007. I have a vast experience working with all levels, from beginners to Grand Masters. I trained two world champions:",1. The world champion to 14 years old 1999.," A lot of times he worked as a coach in the team of Vladimir Kramnik (Kazan 2011, London 2013, Khanty -Mansiysk 2014)",None,A great experience was gained by working with the great chess player Vladimir Kramnik! I think I can pass on my knowledge.,Analyze your games and not repeat mistakes! Work diligently and purposefully!,GM
WFM Yekaterina Kusluvan,None,"['русский язык, Türkçe, English (US)']",İstanbul,2112.0,2174,None,None,None,None,"I have been played Kazakhstan chess championships,World  Youth Chess championships, centre Asia cups. I have two points of international master. ",Teaching experience since 2008. I worked as a chess teacher in a school.  I have a few students nowtime.,None,None,"Depends from a student, individual methods",WFM
IM Abel Fabian Lopez Gonzalez,None,['Español'],None,2432.0,2486,2563,None,None,"Maestro Internacional de 24 años, graduado en Deportes en la ciudad de La Habana. Contactar al correo: lopezabel1997@gmail.com",Más de 16 años de experiencia competitiva. Archivo entre mis principales resultados:,"En mi experiencia de 4 años como entrenador he ayudado en la superación ajedrecística a niños, jóvenes y adultos, observando en ellos un avance sostenible, sobre la base del disfrute del juego ciencia. He colaborado con el entrenamiento de la estrella en ascenso de Colombia: MI Santiago Ávila Pavas, actualmente 2450 de rating Elo.","•	Colaboración como analista del GM Lázaro Bruzón, quien actualmente exhibe 2618 de rating Elo",Mi principal fortaleza como jugador es la preparación teórica de las aperturas así como la comprensión estratégica de las posiciones.,"Posterior a un diagnóstico integral del alumno procuro que comprenda sus fortalezas, debilidades, amenazas y oportunidades. Trabajaremos juntos para un progreso estable de su juego, asegurándome de crear un plan de entrenamiento que se ajuste a sus necesidades y que sea capaz de ejecutarlo con eficacia.",IM
GM Elina Danielian,None,"['English (US), русский язык, Հայերեն']",None,2404.0,None,2525,None,None,International Grandmaster,"Have been playing chess since very long time . Nowadays I'm still active player. Participated in 14th (!!) Chess Olympiads, Grand-Prix Series, World Championships and World Cups...","Can help you to improve your positional and tactical skills sharing my experience as well as in endgames, middlegames and openings...  ",None,None,None,GM
FM Gabor Balazs,None,['Magyar'],None,2398.0,None,None,None,None,"My name is Gabor Balazs. I am a Hungarian FM, fighting for the IM title. My top ELO is 2435.",I have been playing chess for 21 years. I won the Hungarian Rapid Championship twice (U16 and U18).,I love teaching chess and it is very important for me that both of us enjoy the lessons beside the hard work. I have pupils almost all the levels from beginners to advanced players (1100-2200 ELO).,None,None,Why should you choose me?,FM
WGM Anna Warakomska,None,"['Polski, English (US)']",Suwałki,2212.0,None,2486,None,None,"I am WGM from Poland, born in 1992.","I have been an active chess player for more than 20 years, my peak rating is 2365. In 2018 I became a silver medalist in Women's Polish Championship and represented my country at the Chess Olympiad in Batumi.","I have been teaching chees since 2011, having both individual and group classes. The youngest students were 4 years old, the oldest ones around 60 :)","Apart from being a player and a coach, I am also a director of one of the strongest tournaments in Poland - Irena Warakomska Memorial, being held every year in August in Suwałki.","I am still an active, motivated player who can share my experience with my students. Apart from working on pure chess skills, I can also help you get motivated and organize your daily chess routine.",I adjust the material to the age and level of my student. We will find your strengths and weaknesses by analysing your games or playing some training games and then decide on which aspects we should focus first.,WGM
FM Anar Aliakbarov,None,"['Türkçe, русский язык, Azərbaycanca, English (US)']",None,None,2767,2574,None,None,I am Anar Aliakbarov. FIDE MASTER (FM). 2219 ELO.,"I played in lots of tournaments, and have different successes in 26 different tournaments. The best of them are 1st place in 2nd International “Black Pawn” Chess Festival (Brest, Belarus) , 1 st place in Red Bull Chess Masters Turkish Championship with Marmaray team.","Graduated from Azerbaijan State of Physical Culture and Sports Academy , Baku, AZERBAIJAN",Preparing chess lessons for ,None,None,FM
FM Nazar Laptii,None,"['русский язык, українська, English (US)']",None,2278.0,2707,2515,None,None,"Привет! Меня зовут Назар, и я рад представиться. Мне 18 лет, и я тренер по шахматам из Украины. ",Ukrainian Blitz Chess Champion (under 12),- Опыт работы с детьми,"Студент КПИ, активно изучаю математику и программирование","Обладаю хорошим стратегическим та аналитическим мышлением, акцент на котором и будет ставиться в первую очередь.","Индивидуальный подход к каждому ученику, разбор партий, подготовка к соревнованиям, индивидуальная подготовка к сопернику и многое другое.",FM
IM Oleksii Molchanov,None,"['English (US), українська, русский язык']",None,2402.0,None,None,2664,None,Hello dear chess friends!,"Odesa region champion (2022, 2023)","I help to understand chess, ",None,None,"I help to understand chess, ",IM
WGM Katerina Nemcova,None,"['Čeština, English (US)']",Tucson,2331.0,None,None,None,None,"I'm originally from Prague, Czech Republic. Currently living in Tucson, Arizona.","European Champion G18, Montenegro (2008)","10 years of experience: in-person and online lessons, lectures, workshops,  and chess camps",World Cadets Championship Coach for team USA,Tactic skills and calculation,"I have an individual approach to my students. I look for strengths and weaknesses, and give them relevant material to improve their targeted areas of their play. I also focus on their psychological approach to chess and aim to bring awareness to their hidden systems that negatively effect their games.",WGM
WIM Julia Efremova,None,['русский язык'],None,2128.0,2375,2282,None,None,"Здравствуйте, меня зовут Ефремова Юлия Николаевна,  опыт работы детским тренером 15 лет, возраст детей предпочтительно от 6 до 12 лет, уровень от 0 до 2 разряда.",больше 20 лет,15 лет,None,"Терпение и труд , всё перетрут",Индивидуальная,WIM
GM Emil Mirzoev,None,"['English (US), Deutsch']",None,None,2902,2691,None,None,Hello!👋 I am Grandmaster Emil Mirzoev . I am 26 years old. .,Multiple champion of Ukraine among boys in rapid and blitz,I have more than 8 years of coach experience and a huge experience communicating with top players.,Top-35 bullet on Lichess,I use the most modern opening theory and the latest chess programs:,"For students of 2000+, I see the main problem for leveling up is the lack of connection between the opening and the middlegame, and this is the strongest side of my coaching activity.",GM
WCM Adriana Palao,None,"['Español, English (US)']",Valencia,2001.0,None,None,None,None,Woman Candidate Master and FIDE Instructor ,"I started playing when I was 5 years old. I'd say that this really helps me in my rol as a coach because I can understand all the feelings, insecurities and motivation that a player needs since a very early age.  Between my highest achievements in chess I'd highlight: Panamerican U-2000 Silver Medal, Panamerican Blitz U-2000 Gold Medal, National Youth Champion U-18; and also the fact that I play for the Honor Division League in my current location (Spain)",I started teaching in 2018. Currently have 15 students from more than 15 countries.,Head of Mass-media Communications at the Valencian Chess Federation ,None,None,WCM
IM Jorge Bobadilla,None,['Español'],None,2397.0,2721,2558,None,None,"Empecé mi fascinante viaje en el ajedrez a los 14 años, una edad que para muchos podría considerarse ""tarde"". Sin embargo este no fue un obstáculo sino más bien el comienzo de una emocionante travesía. Después de unos meses de entrenamiento, mis padres, reconociendo mi pasión, decidieron buscar un entrenador de élite para impulsar mi progreso.","Amo el ajedrez tanto como enseñarlo. Mi pasión por el juego va más allá de las lecciones, ya que participo activamente en torneos. Considero que un buen entrenador no solo enseña con ejercicios, sino que también sirve de ejemplo. Me esfuerzo por encarnar sólidos valores y mantener un entrenamiento constante tanto en la mente (ajedrez) como en el cuerpo.","Bienvenidos a una experiencia de aprendizaje sin límites de edad. Desde los 4 hasta los 104 años, todos tienen la oportunidad de mejorar significativamente su juego de ajedrez. Con casi una década de experiencia como entrenador mi enfoque único ha beneficiado a una amplia gama de estudiantes.","Mi vida ha sido una búsqueda constante de conocimiento, y mi bagaje va más allá de las 64 casillas del tablero de ajedrez. A lo largo de los años he incursionado en diversas disciplinas, incluyendo Derecho, Finanzas, Artes Culinarias, Nutrición y sobre todo psicología aplicada tanto a la vida como al ajedrez.",Psicología Aplicada al Ajedrez y la Vida:,Basada en la Escuela Rusa de Ajedrez:,IM
IM Vojislav Milanovic,None,['English'],Belgrade,None,None,2403,None,None, IM JohnyGun on ,"Behind all these years, above all, the great work on chess, I can with intensity to help every chess enthusiast, and also to the student who wants to become something more than that. With the help of the trainer, the student should first of all find enough satisfaction, new knowledge, the wisdom of chess games. All this improves the technique of the game that is the greatest chess creativity.",At the international competitions he has many times reached internacional result!,High Economy School Diploma. Full time chess coach. More than 25 years of work as a chess coach has created a large number of students around the worldwide! ,Chess lessons give clear directives in which direction a student should work on chess. Every effort made in chess returns double. There will sometimes be some difficulties and obstacles in the study of chess., The instructional methods are tailored for the individual player's,IM
WIM Natasha Morales Santos,None,"['English (US), Español']",None,None,None,None,None,None,"I am Natasha Morales Santos from Puerto Rico. I am a Woman International Master with a norm of Woman Grand Master. I have played and practice chess for over 10 years. Currently, I am the #2 women chess player from Puerto Rico, and I have played three Olympiads. ",Recent Performance:,"Currently I am teaching young adults and adults, preparing individual plan for each student. Also, I have experience as a chess club teacher and individual teacher for many years. I have volunteered to teach chess to prisoners in Puerto Rico and I can provide training to any individual interested in learning the art of chess.",Experience related to outside of chess:,My best skills for teaching in chess:,"- Individual plan: I configure the teaching plan personally for each student, according to their knowledge, level. and goals. I also accept input from the student that they want to learn and put into their personal plan. ",WIM
IM Mergen Satranç | Mergen Chess Club,None,"['Türkçe, English (US)']",None,None,2803,2491,None,None,None,None,Our chess club only has international and grandmaster teachers and they have been teaching for more than 8 years.,None,None,"First of all, we analyse your recent games carefully and identify your weaknesses. Then we plan the intensity of the trainings and we send you our coaching documents in which you'll be seeing various useful training methods.",IM
GM Zvonko Stanojoski,None,"['English (US), македонски јази, Српски језик, Hrvatski']",None,2422.0,None,2569,None,None,GM Zvonko Stanojoski and Certified FIDE Trainer from North Macedonia.,Six times champion of Macedonia and current champion.,FIDE Certified Trainer with more than 15 years of experience.,None,None,None,GM
GM Ashwin Jayaram,None,['English (US)'],"Charlotte, NC, USA",2471.0,None,None,None,None,GM with over 20 years of experience.,Tournament Experience in over 25 countries,"Based in Charlotte, NC and Head Coach of Charlotte Chess Center.",None,None,None,GM
FM Petr Palachev,None,['русский язык'],None,2304.0,2807,2629,None,None,"29 лет. Мастер FIDE, выполнил норму международного гроссмейстера и 3 нормы международного мастера. Действующий спортсмен и тренер.",Более 20 лет. ,"8 лет. В активе учеников - победы и медали в кубках России, окружных и областных соревнованиях. ",None,Стараюсь работать на результат. Уделяю внимание всем аспектам игры подопечного.,"Индивидуальный подход к каждому, составление плана занятий, контроль выполнения заданий.",FM
WCM Мария Махно,None,['русский язык'],Россия,None,None,None,None,None,=> Тренер с высшим образованием.,* Призер чемпионата России.,"-Дипломированный специалист. ( по избранному виду спорта ""Шахматы""",Делаю скидки от 3 раз в неделю.,Веду занятия только на русском языке:),Занятия проходят на платформе ZOOM.,WCM
FM Manuel Alejandro Pomares Diaz,None,"['Español, English (US)']",Trinidad,2328.0,2474,2394,None,None,"^My name is Manuel Alejandro Pomares Diaz,i am a Fide Master since 2013,my rate is 2328 at the moment,i am 25 years old and i live in Cuba.I have been working as a chess coach for a while,i am experienced and can help improve the chess of anybody that is willing to learn.I can give the lesson in español","I have been playing chess for a decade,with good results,among the best tournaments i have played is the Capablanca in Memorian,and the cuban championship a few times.",I dont have a coach diploma but i have been teaching chess for almost 3 years with good results for my students.,"I have taught english and spanish for a few years now,as i am graduated from the lenguage school of my city.","I am a very posicional player,with a good understanding of the game.","The way i teach is very interactive,always putting chess puzzles and problems to the students,in that way i give the most importance to spend time in front of the chess board analizing positions.",FM
